agency,section,program,line_item,value_label,fiscal_year,amount,page
General Fund / Statewide,General Table,General Table,Fire Training School - Middletown,Governor Recommended,,70970.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Middletown,FY,,70970.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Middletown,Legislative,,70970.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Middletown,60 million in,,70970.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,Actual FY 2023,2023,55432.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,Actual FY 2024,2024,75540.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,Appropriation FY 2025,2025,75541.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,Governor Recommended,,75541.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,FY,,75541.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,Legislative,,75541.0,94
General Fund / Statewide,General Table,General Table,Fire Training School - Stamford,60 million in,,75541.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,Actual FY 2023,2023,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,Actual FY 2024,2024,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,Appropriation FY 2025,2025,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,Governor Recommended,,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,FY,,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,Legislative,,0.0,94
General Fund / Statewide,General Table,General Table,Grant Payments to Local Governments,60 million in,,0.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,Actual FY 2023,2023,24570.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,Actual FY 2024,2024,58721.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,Appropriation FY 2025,2025,140000.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,Governor Recommended,,140000.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,FY,,140000.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,Legislative,,140000.0,94
General Fund / Statewide,General Table,General Table,Volunteer Firefighter Training,60 million in,,140000.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,Actual FY 2023,2023,213066277.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,Actual FY 2024,2024,225988163.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,Appropriation FY 2025,2025,232578473.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,Governor Recommended,,230687650.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,FY,,228486393.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,Legislative,,233290892.0,94
General Fund / Statewide,General Table,General Table,Agency Total - General Fund,60 million in,,233189635.0,94
General Fund / Statewide,General Table,General Table,Personal Services,Actual FY 2023,2023,0.0,94
General Fund / Statewide,General Table,General Table,Personal Services,Actual FY 2024,2024,157028.0,94
General Fund / Statewide,General Table,General Table,Personal Services,Appropriation FY 2025,2025,1109758.0,94
General Fund / Statewide,General Table,General Table,Personal Services,Governor Recommended,,0.0,94
General Fund / Statewide,General Table,General Table,Personal Services,FY,,0.0,94
General Fund / Statewide,General Table,General Table,Personal Services,Legislative,,509758.0,94
General Fund / Statewide,General Table,General Table,Personal Services,60 million in,,509758.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,Actual FY 2023,2023,0.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,Actual FY 2024,2024,0.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,Appropriation FY 2025,2025,124000.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,Governor Recommended,,0.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,FY,,0.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,Legislative,,124000.0,94
General Fund / Statewide,General Table,General Table,Other Expenses,60 million in,,124000.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,Actual FY 2023,2023,0.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,Actual FY 2024,2024,157028.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,Appropriation FY 2025,2025,1233758.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,Governor Recommended,,0.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,FY,,0.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,Legislative,,633758.0,94
General Fund / Statewide,General Table,General Table,Agency Total - Cannabis Regulatory Fund,60 million in,,633758.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,Actual FY 2023,2023,213066277.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,Actual FY 2024,2024,226145191.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,Appropriation FY 2025,2025,233812231.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,Governor Recommended,,230687650.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,FY,,228486393.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,Legislative,,233924650.0,94
General Fund / Statewide,General Table,General Table,Total - Appropriated Funds,60 million in,,233823393.0,94
General Fund / Statewide,General Table,General Table,General Table,Governor Recommended,,26.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,27.0,98
General Fund / Statewide,General Table,General Table,General Table,Legislative,,26.0,98
General Fund / Statewide,General Table,General Table,General Table,60 million in,,27.0,98
General Fund / Statewide,General Table,General Table,General Table,Governor Recommended,,232578473.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,232578473.0,98
General Fund / Statewide,General Table,General Table,General Table,Legislative,,232578473.0,98
General Fund / Statewide,General Table,General Table,General Table,60 million in,,232578473.0,98
General Fund / Statewide,General Table,General Table,General Table,Governor Recommended,,-3866242.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,-6866242.0,98
General Fund / Statewide,General Table,General Table,General Table,Legislative,,-1263000.0,98
General Fund / Statewide,General Table,General Table,General Table,60 million in,,-2163000.0,98
General Fund / Statewide,General Table,General Table,General Table,Difference from Governor,,2603242.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,4703242.0,98
General Fund / Statewide,General Table,General Table,General Table,Governor Recommended,,1975419.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,2774162.0,98
General Fund / Statewide,General Table,General Table,General Table,Legislative,,1975419.0,98
General Fund / Statewide,General Table,General Table,General Table,60 million in,,2774162.0,98
General Fund / Statewide,General Table,General Table,General Table,Governor Recommended,,230687650.0,98
General Fund / Statewide,General Table,General Table,General Table,FY,,228486393.0,98
